 OBJECTID, Station Identifier, Station Name, Fuel Type Provided, Street Address, City Name, State Name, Postal Zipcode, Postal Route (US Addresses), Location Directions, Country Name, Phone Number, Station Status, Estimated Fuel Availability, Station Accessability, Access Restrictions, Access Days and Times, Accepted Payment Methods, Type of Ownership, Name of Owner, Blends of Biodiesel, Can Blend Ethanol, Ethanol Blends Available, CNG Dispenser Count, CNG Dispensing Capability, CNG Pressures Available (PSI), CNG Renewable Source, CNG Total Compression (CFM), CNG Total Storage (CF), CNG Max Vehicle Size, LNG Renewable Source, LNG Max Vehicle Size, LPG Nozzle Types Available, LPG Primary Station, Renewable Diesel Blends Available, Is Renewable Diesel Blended w/Biodiesel, Max Level of Biodiesel Blending, EV Level 1 EVSE Ports, EV Level 2 EVSE Ports, EV DC Fast Ports, EV Other EVSE Ports, EV Connector Types, EV Network Name, EV Network ID, EV Network Link, EV Pricing, EV Renewable Source, HY Is Retail, HY Pressures (BAR), HY Standards, HY Status Link, Station Coordinate Accuracy, Station Latitude (DD), Station Longitude (DD), Date Fuel Available, Date Details Confirmed, Date Details Updated, Location Facility Type, Indications d'emplacement (French), Jours et heures d'accès (French), Mélanges de biodiesel (French), Mélanges de diesel renouvelables disponibles (French), Tarification des VÉ (French), Has Access Restrictions,x,y
3274,44225,Carr Nissan,Electric,3855 SW Cedar Hills Blvd,Beaverton,OR,97005,,,United States,503-643-8676,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,45.491685,-122.811115,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-13671270.7856,5699262.2288
3275,44230,Lithia Nissan of Eugene,Electric,2060 Martin Luther King,Eugene,OR,97401,,,United States,541-686-2211,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,44.058827,-123.081202,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-13701336.7329,5474550.3147
3276,44233,Dick Hannah Nissan,Electric,19505 SE McLoughlin Blvd,Gladstone,OR,97027,,,United States,503-655-6519,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,45.378877,-122.603816,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-13648194.3664,5681366.4382
3277,44243,Lithia Nissan,Electric,4560 Grumman Dr,Medford,OR,97504,,,United States,541-930-3025,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,Point,42.379969,-122.858192,3/15/2011 12:00:00 AM,2/12/2024 12:00:00 AM,2/12/2025 12:16:32 AM,Car Dealer,,,,,,,-13676511.3732,5218067.9908
3278,44247,Rustom Nissan - Portland,Electric,1212 NE 122nd Ave,Portland,OR,97230,,,United States,503-251-3349,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,45.53199,-122.53719,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-13640777.594,5705664.8777
3279,44251,Nissan of Salem,Electric,2908 Market St NE,Salem,OR,97301,,,United States,503-581-3849,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,44.949348897,-123.000005468,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-13692297.9763,5613551.0282
3280,44255,Tonkin Nissan,Electric,26700 SW 95th Ave,Wilsonville,OR,97070,,,United States,503-222-2277,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,3,,,J1772,Non-Networked,,,,,,,,,GPS,45.327236024,-122.770880525,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-13666791.9043,5673186.0601
3281,44270,Advantage Nissan,Electric,5101 Auto Center Blvd,Bremerton,WA,98312,,,United States,360-373-6300,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,47.562322,-122.684362,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,Car Dealer,,,,,,,-13657160.7061,6034347.247
3368,44506,Alan Webb Nissan,Electric,3608 NE Auto Mall Dr,Vancouver,WA,98662,,,United States,360-892-9004,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,45.64775,-122.598185,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,Car Dealer,,,,,,,-13647567.5264,5724079.4842
3369,44509,Valley Nissan,Electric,1010 S 1st St,Yakima,WA,98901,,,United States,509-453-3125,Available,,Public,,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,46.590221,-120.500923,6/5/2012 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,Car Dealer,,,,,,True,-13414101.3885,5875442.336
3370,44510,Valley Nissan,Electric,1010 S 1st St,Yakima,WA,98901,,,United States,509-453-3125,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,46.590221,-120.500923,11/30/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,Car Dealer,,,,,,,-13414101.3885,5875442.336
3388,45209,Snohomish County - Evergreen Fairgrounds,Electric,14405 179th Ave SE,Monroe,WA,98272,,,United States,425-388-6619,Available,,Public,,8am-5pm M-F,,Local/Municipal Government Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,,,,,,,Point,47.868914,-121.987449,1/20/2012 12:00:00 AM,8/10/2023 12:00:00 AM,7/11/2025 6:39:24 PM,Municipal Government,,,,,,False,-13579580.7059,6085074.436
3700,46791,Dennis Dillon Nissan,Electric,8727 Fairview Ave,Boise,ID,83704,,,United States,208-388-4404,Available,,Public,,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,,1,,"CHAdeMO, CCS",IN_CHARGE,,https://inchargeus.com,,,,,,,GPS,43.61873,-116.29048,5/1/2021 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,True,-12945397.0177,5406628.11
3701,46792,Dennis Dillon Nissan,Electric,8727 Fairview Ave,Boise,ID,83704,,,United States,208-388-4404,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,43.61873,-116.29048,1/31/2012 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-12945397.0177,5406628.11
3702,46793,Ron Sayer Nissan,Electric,1175 N Woodruff Ave,Idaho Falls,ID,83401,,,United States,208-523-0603,Available,,Public,,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,GPS,43.506409,-112.000223,6/5/2012 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,True,-12467807.7931,5389372.8814
3703,46794,Ron Sayer Nissan,Electric,1175 N Woodruff Ave,Idaho Falls,ID,83401,,,United States,208-523-0603,Available,,Private,,,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,43.506409,-112.000223,1/31/2012 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:20:14 AM,Car Dealer,,,,,,,-12467807.7931,5389372.8814
3768,47064,West Hills Collision Center,Electric,8300 SW Barbur Blvd,Portland,OR,97219,,,United States,503-245-9030,Available,,Public,,7:30am-5pm,,Privately Owned,,,,,,,,,,,,,,,,,,,1,1,,,J1772,Non-Networked,,,Free,,,,,,Point,45.464636,-122.698892,10/15/2009 12:00:00 AM,12/12/2025 12:00:00 AM,12/12/2025 10:54:41 PM,Car Dealer,,,,,,False,-13658778.1783,5694967.9301
4244,48605,Puget Sound Energy,Electric,6500 Ursula Pl S,Seattle,WA,98108,,,United States,,Available,,Private,,Employee and guest use only,,Utility Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,47.54527283,-122.3087234,6/30/2012 12:00:00 AM,10/11/2024 12:00:00 AM,10/10/2025 1:29:22 PM,Utility,,,,,,,-13615344.8085,6031535.1095
4343,49230,KING COUNTY DES KSC STATION #1,Electric,201 S Jackson St,Seattle,WA,98104,,Just to the right as you enter garage,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL160467,https://www.chargepoint.com,,,,,,,GPS,47.598663,-122.331009,7/31/2012 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:11:34 AM,,,,,,,False,-13617825.6301,6040344.4884
4720,50714,Fox Tower Parking Lot,Electric,805 SW Broadway,Portland,OR,97205,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,OpConnect,25,https://opconnect-ev.com,,,,,,,GPS,45.518289,-122.680882,12/26/2012 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:57:46 AM,,,,,,,False,-13656773.3143,5703487.8915
4852,51699,Hilltop Collision Center,Electric,275 Beavercreek Rd,Oregon City,OR,97045,,,United States,503-722-5885,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,Point,45.333825,-122.596795,3/1/2013 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 6:42:11 PM,Car Dealer,,,,,,False,-13647412.7923,5674229.3957
4884,51904,Evergreen Ford,Electric,1500 18th Ave NW,Issaquah,WA,98027,,,United States,,Available,,Private,,Service center use only,,Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,,,,,,,GPS,47.547047,-122.063633,10/1/2012 12:00:00 AM,9/14/2023 12:00:00 AM,10/9/2025 4:19:01 PM,Car Dealer,,,,,,,-13588061.4699,6031827.7034
4885,51905,Nikola Broadband,Electric,615 N 5th Ave,Sequim,WA,98382,,,United States,360-582-1051,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,Address,48.08536,-123.1135,5/15/2013 12:00:00 AM,6/12/2023 12:00:00 AM,10/9/2025 4:39:57 PM,Office Building,,,,,,False,-13704932.1298,6121067.464
4920,52142,King County - Roads Maintenance Facility,Electric,155 Monroe Ave NE,Renton,WA,98056,,,United States,,Available,,Private,,Fleet use only,,Local/Municipal Government Owned,,,,,,,,,,,,,,,,,,,,4,,,J1772,Non-Networked,,,,,,,,,GPS,47.4847291,-122.1774112,6/1/2013 12:00:00 AM,7/3/2025 12:00:00 AM,7/3/2025 7:15:09 PM,Municipal Government,,,,,,,-13600727.2012,6021556.2427
4987,52473,Deschutes National Forest Supervisor's Office,Electric,63095 Deschutes Market Rd,Bend,OR,97701,,,United States,,Available,,Private,Government only,USNF Employees only,,Federal Government Owned,U.S. Department of Agriculture (US),,,,,,,,,,,,,,,,,,,3,,,J1772,Non-Networked,,,,,,,,,GPS,44.091791,-121.261635,6/30/2013 12:00:00 AM,12/12/2025 12:00:00 AM,12/12/2025 10:54:41 PM,Federal Government,,,,,,,-13498783.461,5479658.0575
5145,53087,Boise Airport,Electric,3201 Airport Way,Boise,ID,83705,,Located in long term parking; four on the 2nd floor and four on the third floor of the garage,United States,208-343-8761,Available,,Public,,24 hours daily; pay lot,,Local/Municipal Government Owned,,,,,,,,,,,,,,,,,,,,8,,,J1772,Non-Networked,,,Free,,,,,,GPS,43.570458,-116.222068,12/10/2013 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 6:42:11 PM,Airport,,,,,,False,-12937781.4287,5399208.4181
5294,53694,Ocean Beaches Glassblowing & Gallery,Electric,11175 NW Pacific Coast Hwy,Seal Rock,OR,97376,,,United States,541-563-8632,Available,,Public,,10am-5pm daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,Point,44.504993,-124.079315,11/20/2013 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 6:42:11 PM,Parking Lot,,,,,,False,-13812446.1638,5543926.5122
5297,53702,Mazama Country Inn,Electric,15 Country Rd,Mazama,WA,98833,,,United States,800-843-7951,Available,,Public,Call ahead,24 hours daily; for guest use only; Drivers must bring their own J1772 cordset for Level 1 charging,,Privately Owned,,,,,,,,,,,,,,,,,,,2,1,,,"J1772, NEMA 14-50",Non-Networked,,,Free,,,,,,Point,48.594482,-120.406494,11/1/2013 12:00:00 AM,1/9/2024 12:00:00 AM,1/31/2024 10:07:01 PM,Hotel,,,,,,True,-13403589.6003,6206331.5068
5373,53854,Corwin Ford,Electric,5707 E Gate Blvd,Nampa,ID,83687,,,United States,866-906-8134,Available,,Public,,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,Point,43.600942,-116.507727,4/1/2015 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 6:42:11 PM,Car Dealer,,,,,,False,-12969580.8431,5403893.2966
5469,55995,VIA6 VIA6-SOUTH,Electric,2121 6th Ave,Seattle,WA,98121,,Via 6 Apartments Parking Garage,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL1693751,https://www.chargepoint.com,,,,,,,GPS,47.613883,-122.339405,1/20/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:29:48 AM,,,,,,,False,-13618760.2686,6042857.435
5471,56870,800 FIFTH AVE STATION 2,Electric,800  5th Ave,Seattle,WA,98104,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL96235,https://www.chargepoint.com,,,,,,,GPS,47.605599,-122.330626,3/15/2011 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:33 AM,,,,,,,False,-13617782.9947,6041489.5881
5486,58336,FORD_BLDG FORD CHARGER #1,Electric,245 S 2nd St,Coos Bay,OR,97420,,Located on South side of building in parking lot next to ADA spaces,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,,,J1772,ChargePoint,USCPIL95441,https://www.chargepoint.com,,,,,,,GPS,43.366504,-124.214993,1/20/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:21 AM,,,,,,,False,-13827549.7697,5367924.9221
5487,60002,Campbell's Lake Chelan Resort,Electric,104 W Woodin Ave,Chelan,WA,98816,,,United States,800-553-8225,Available,,Public,,24 hours daily; guest use only; drivers must bring their own J1772 cordset for Level 1 charging,,Privately Owned,,,,,,,,,,,,,,,,,,,10,1,,,"J1772, NEMA 5-20",Non-Networked,,,Free,,,,,,Point,47.8399,-120.0199,10/4/2013 12:00:00 AM,7/3/2025 12:00:00 AM,7/3/2025 7:15:09 PM,Hotel,,,,,,True,-13360554.1531,6080261.1085
5488,60004,Pine Near RV Park,Electric,316 Castle Ave,Winthrop,WA,98862,,,United States,509-341-4062,Available,,Public,,24 hours daily; donations accepted,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,Address,48.476543,-120.180796,9/23/2013 12:00:00 AM,1/9/2024 12:00:00 AM,1/31/2024 10:07:01 PM,RV Park,,,,,,False,-13378465.0139,6186503.9685
5489,60005,Omak Inn,Electric,912 Koala Dr,Omak,WA,98841,,,United States,"800-204-4800, 509-826-3822",Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,GPS,48.421424,-119.503978,10/4/2013 12:00:00 AM,1/9/2024 12:00:00 AM,1/31/2024 10:07:01 PM,Inn,,,,,,False,-13303121.9787,6177253.3379
5490,60006,59er Diner,Electric,15361 US 2,Leavenworth,WA,98826,,,United States,509-763-2267,Available,,Public,,24 hours daily,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,Point,47.758434,-120.742416,1/15/2014 12:00:00 AM,1/9/2024 12:00:00 AM,1/31/2024 10:07:01 PM,Restaurant,,,,,,False,-13440984.2663,6066760.5384
5519,60186,Idaho Falls Power,Electric,140 S Capital Ave,Idaho Falls,ID,83402,,,United States,208-612-8430,Available,,Public,Call ahead,24 hours daily; call 208-612-8430 for access,,Local/Municipal Government Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,Free,SOLAR,,,,,GPS,43.491339,-112.043746,6/12/2012 12:00:00 AM,7/11/2023 12:00:00 AM,11/14/2025 3:46:24 PM,Utility,,,,,,False,-12472652.7513,5387060.2088
5531,60241,PARKMETRO1 PARK METRO #1,Electric,11101 NE 12th St,Bellevue,WA,98004,,The Park Metro at the base of the entry ramp,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL96533,https://www.chargepoint.com,,,,,,,GPS,47.620793,-122.192469,2/7/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:40 AM,,,,,,,False,-13602403.4279,6043998.5739
5548,60331,VALLEY MED CTR MAIN LOT #8,Electric,4109-4251 Talbot Rd S,Renton,WA,98055,,,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL94339,https://www.chargepoint.com,,,,,,,GPS,47.443123,-122.212538,2/13/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:05 AM,,,,,,,False,-13604637.4987,6014705.3575
5622,60718,Haselwood Chevrolet Buick GMC,Electric,501 W Hills Blvd,Bremerton,WA,98312,,,United States,360-479-4910,Available,,Public,,Dealership business hours; for Chevrolet customers only,,Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,,,,,,,Point,47.557801,-122.675335,1/1/2014 12:00:00 AM,7/3/2025 12:00:00 AM,7/3/2025 7:15:09 PM,Car Dealer,,,,,,True,-13656155.8251,6033601.4515
5637,60814,Lakeside 24 Hour Fuel,Electric,16835 Lewis River Rd,Cougar,WA,98616,,,United States,360-238-5202,Available,,Public,,"6am-7pm daily; summer, 7am-6pm daily; winter",,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,$12 per session,,,,,,Point,46.051228,-122.301754,3/6/2014 12:00:00 AM,6/6/2025 12:00:00 AM,6/6/2025 6:42:11 PM,Service/Gas Station,,,,,,False,-13614568.9784,5788562.347
5662,60919,US BANCORP 5TH AVE GARAGE1,Electric,111 SW 5th Ave,Portland,OR,97204,,Located in parking garage. Level P1 on the south end near the stairwell,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL96447,https://www.chargepoint.com,,,,,,,GPS,45.522185,-122.675939,3/28/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:38 AM,,,,,,,False,-13656223.0621,5704106.8828
5666,60943,US BANCORP 4TH AVE GARAGE1,Electric,125 SW 4th Ave,Portland,OR,97204,,Located in the parking garage on the third level near pay station,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL96441,https://www.chargepoint.com,,,,,,,GPS,45.522198,-122.674722,3/29/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:38 AM,,,,,,,False,-13656087.5862,5704108.9483
5785,61446,TC Chevrolet,Electric,2045 Highway 99 N,Ashland,OR,97520,,Located off of Exit 19 on Highway 99 on the north end of Ashland. Charger located outside of service bay.,United States,,Available,,Private,,Dealership business hours; for service use only,,Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,,,,,,,GPS,42.219548,-122.740005,6/3/2021 12:00:00 AM,9/14/2023 12:00:00 AM,12/18/2025 2:52:55 PM,Car Dealer,,,,,,,-13663354.8566,5193923.6151
5862,61877,Kitsap Transit Harborside Garage,Electric,60 Washington Ave,Bremerton,WA,98337,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,4,,,J1772,OpConnect,92,https://opconnect-ev.com,,,,,,,GPS,47.56358,-122.62531,12/31/2013 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:57:50 AM,,,,,,,False,-13650587.0676,6034554.7812
5878,61947,Mount Rainier National Park,Electric,Highway 706 E,Longmire,WA,98397,,,United States,,Available,,Private,Government only,,,Federal Government Owned,Department of the Interior (US),,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,GPS,46.761214,-122.040397,5/22/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,National Park,,,,,,,-13585474.8502,5903184.8445
5879,61948,Mount Rainier National Park,Electric,55210 238th Ave E,Ashford,WA,98304,,,United States,,Available,,Private,Government only,,,Federal Government Owned,Department of the Interior (US),,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,,,,,,,GPS,46.755816,-122.120894,7/15/2019 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,National Park,,,,,,,-13594435.7353,5902307.7101
5947,62286,Semiahmoo Resort,Electric,9565 Semiahmoo Pkwy,Blaine,WA,98230,,Located by the tennis courts,United States,360-318-2000,Available,,Public,,24 hours daily; for guest use only,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,Free,,,,,,GPS,48.989751,-122.773271,4/1/2014 12:00:00 AM,11/13/2025 12:00:00 AM,11/13/2025 8:02:17 PM,Hotel,,,,,,True,-13667058.0107,6273122.532
6044,62692,Best Western Plus - Heritage Inn,Electric,151 E McLeod Rd,Bellingham,WA,98226,,Located at Telegraph Road and East McLeod Road,United States,360-647-1912,Available,,Public,,24 hours daily; for guest use only,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,,,J1772,Non-Networked,,,$20 per session,,,,,,GPS,48.783478,-122.484131,3/21/2014 12:00:00 AM,7/3/2025 12:00:00 AM,7/3/2025 7:15:09 PM,Hotel,,,,,,True,-13634871.0932,6238201.6808
6049,62728,UDR TEN20 #1,Electric,1020 108th Ave NE,Bellevue,WA,98004,,Spaces 125 & 126,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL102943,https://www.chargepoint.com,,,,,,,GPS,47.61984,-122.19603,7/31/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:59:27 AM,,,,,,,False,-13602799.8366,6043841.1836
6107,62973,City of Chelan,Electric,137 E Johnson Ave,Chelan,WA,98816,,Located behind City Hall,United States,509-682-8019,Available,,Public,,24 hours daily,,Local/Municipal Government Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,Free,,,,,,Address,47.840838,-120.018402,8/18/2014 12:00:00 AM,1/9/2024 12:00:00 AM,1/31/2024 10:07:01 PM,Municipal Government,,,,,,False,-13360387.3965,6080416.6775
6109,62982,Courtyard Marriott - Tigard Oregon,Electric,15686 SW Sequoia Parkway,Tigard,OR,97224,,,United States,855-885-9571,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,1,2,,"CHAdeMO, J1772, CCS",OpConnect,97,https://opconnect-ev.com,,,,,,,GPS,45.40752,-122.74625,7/15/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 3:57:51 AM,,,,,,,False,-13664050.0468,5685906.9589
6151,63088,LCC LCC H&S #1,Electric,1810 Maple Street,Longview,WA,98632,,South Side of The Health & Science Building,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL98101,https://www.chargepoint.com,,,,,,,GPS,46.141922,-122.940192,8/27/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:58:49 AM,,,,,,,False,-13685639.5715,5803121.5617
6154,63110,UWMC UWMC #1,Electric,3100 Northup Way,Bellevue,WA,98004,,Inside Parking Garage on Right,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL100233,https://www.chargepoint.com,,,,,,,GPS,47.638269,-122.191294,8/28/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:59:09 AM,,,,,,,False,-13602272.6275,6046885.2883
6194,63313,UWMC 4245 UWMC 4245 #1,Electric,4245 Roosevelt Ave NE,Seattle,WA,98105,,Northwest corner of parking garage,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL107653,https://www.chargepoint.com,,,,,,,GPS,47.658961,-122.3185,9/17/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:00:18 AM,,,,,,,False,-13616433.1346,6050304.4756
6198,63338,UWMC 4225 UWMC 4225 #1,Electric,4225 Roosevelt Way NE,Seattle,WA,98105,,Northwest corner of Pprking garage,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL107329,https://www.chargepoint.com,,,,,,,GPS,47.658409,-122.318392,9/19/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:00:07 AM,,,,,,,False,-13616421.1121,6050213.2444
6228,63444,Town Nissan,Electric,555 3rd St SE,East Wenatchee,WA,98802,,,United States,509-662-5125,Available,,Public,Call ahead,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,1,1,,"CHAdeMO, J1772",Non-Networked,,,Free,,,,,,GPS,47.400716,-120.278842,12/17/2010 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 1:16:14 AM,Car Dealer,,,,,,False,-13389379.4446,6007728.169
6282,63646,Dick Hannah Ford,Electric,37000 Highway 26,Sandy,OR,97055,,,United States,,Available,,Private,,Dealership business hours,,Privately Owned,,,,,,,,,,,,,,,,,,,,2,,,J1772,Non-Networked,,,Free,,,,,,Point,45.400895,-122.281716,8/1/2014 12:00:00 AM,12/12/2025 12:00:00 AM,12/12/2025 10:54:41 PM,Car Dealer,,,,,,,-13612338.3584,5684856.5518
6317,63780,MAIN HOSPITAL SILVER PARKING,Electric,11300-11398 128th Ave NE,Kirkland,WA,98034,,Silver parking P1,United States,888-758-4389,Available,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint,USCPIL104731,https://www.chargepoint.com,,,,,,,GPS,47.716056,-122.179455,10/17/2014 12:00:00 AM,1/13/2026 12:00:00 AM,1/13/2026 12:59:50 AM,,,,,,,False,-13600954.716,6059746.0012
